"","TS_RT","block","effort_choice","effort_choice_RT","TS_correct","Switch","PID","Session"
"1",2.05327582801692,1,0,11.2470135561889,1,FALSE,1,1
"2",1.49232344608754,1,1,0.664070786791854,1,FALSE,1,1
"3",1.12559989385772,1,1,1.51658552687149,1,FALSE,1,1
"4",0.932405518135056,1,0,0.715471265139058,1,TRUE,1,1
"5",1.8269070815295,1,1,0.738259420031682,1,FALSE,1,1
"6",0.990868026041426,1,1,0.549319181707688,0,TRUE,1,1
"7",2.04797635111026,1,0,0.484910585451871,1,TRUE,1,1
"8",1.82197523082141,1,0,0.957892708363943,0,TRUE,1,1
"9",2.88565635017585,1,1,0.975475625600666,0,FALSE,1,1
"10",4.66535654524341,1,1,0.62127313320525,1,FALSE,1,1
"11",0.826803511707112,1,1,0.713410132797435,1,FALSE,1,1
"12",1.47030973201618,1,1,0.717150153242983,1,FALSE,1,1
"13",2.33091317990329,1,0,0.98963420803193,1,TRUE,1,1
"14",3.41103483864572,1,0,0.479062157566659,0,TRUE,1,1
"15",1.8207694045268,1,0,0.840670668054372,1,TRUE,1,1
"16",1.91331259685103,1,1,0.420062206336297,1,FALSE,1,1
"17",0.701469747931696,1,1,0.699648723355494,1,FALSE,1,1
"18",2.63946844974998,1,1,1.14422752871178,0,FALSE,1,1
"19",1.25082635553554,1,0,0.462815384031273,0,TRUE,1,1
"20",4.79179163230583,1,0,0.543970252620056,1,TRUE,1,1
"21",1.45096301787999,1,0,0.437503920402378,1,TRUE,1,1
"22",1.27162118069828,1,0,0.382814090116881,0,TRUE,1,1
"23",2.37836929736659,1,0,1.62355073576327,1,TRUE,1,1
"24",2.33582419238519,1,1,0.517043348867446,1,FALSE,1,1
"25",2.15676289552357,1,0,0.482223680126481,1,TRUE,1,1
"26",1.26727933564689,1,0,0.454764931462705,1,TRUE,1,1
"27",1.18822603207082,1,0,0.421298823552206,1,TRUE,1,1
"28",3.63017267140094,1,1,1.12610063666943,1,FALSE,1,1
"29",1.45255575352348,1,1,0.6823671850143,0,FALSE,1,1
"30",2.4989767948864,1,0,0.529905598261394,1,TRUE,1,1
"31",3.26929661398754,1,0,0.875924521475099,0,TRUE,1,1
"32",1.88364591426216,1,1,1.41736565926112,1,FALSE,1,1
"33",1.29359819437377,1,0,0.457668307120912,1,TRUE,1,1
"34",1.55638898676261,1,0,3.8890841063112,1,TRUE,1,1
"35",1.18918397487141,1,1,3.37128953961655,1,FALSE,1,1
"36",1.68627422337886,1,1,1.39457066194154,1,FALSE,1,1
"37",1.09291880147066,1,0,0.40715921332594,1,TRUE,1,1
"38",1.27773770818021,1,0,0.532989365630783,0,TRUE,1,1
"39",0.586166703607887,1,0,0.344174157478847,0,TRUE,1,1
"40",4.45989117003046,1,0,0.530974264489487,1,TRUE,1,1
"41",1.29424169566482,1,0,0.457973418175243,1,TRUE,1,1
"42",0.896275520441122,1,0,0.476998848142102,1,TRUE,1,1
"43",2.52371193771251,1,0,0.380376312183216,0,TRUE,1,1
"44",0.846258771955036,1,0,0.818236454389989,0,TRUE,1,1
"45",0.978984558023512,1,0,0.446639523142949,1,TRUE,1,1
"46",1.8636734271422,1,0,0.375834480975755,1,TRUE,1,1
"47",1.24466130882502,1,1,0.381804206874222,0,FALSE,1,1
"48",1.26742582628503,1,1,0.480186496395618,1,FALSE,1,1
"49",0.829300694633275,1,0,0.281394997262396,1,TRUE,1,1
"50",0.476563730509952,1,0,0.39798286696896,0,TRUE,1,1
"51",1.83197236002889,1,0,0.411066251806915,1,TRUE,1,1
"52",0.704828457441181,1,0,0.460715685156174,0,FALSE,1,1
"53",1.32446945901029,1,0,0.330810543266125,0,TRUE,1,1
"54",3.25020742497873,1,0,0.353141809231602,1,TRUE,1,1
"55",0.962786614545621,1,1,0.379798747133464,1,FALSE,1,1
"56",2.50725149305072,1,1,0.437868436332792,1,TRUE,1,1
"57",0.707176039461046,1,1,0.638648288906552,1,FALSE,1,1
"58",0.483901324216276,1,1,0.439605796360411,1,FALSE,1,1
"59",0.486187013331801,1,1,0.398960404098034,1,FALSE,1,1
"60",0.798238463583402,1,1,0.38382459548302,1,FALSE,1,1
"61",0.609334303531796,1,1,0.361344350734726,1,FALSE,1,1
"62",0.697952106944285,1,1,0.687527635716833,1,FALSE,1,1
"63",1.41276691143867,1,1,0.5646434687078,1,FALSE,1,1
"64",2.87909444142133,1,1,0.543531713774428,1,FALSE,1,1
"65",1.3741960254265,1,1,0.323884740588255,1,FALSE,1,1
"66",1.10622363281436,1,0,0.47939246124588,1,TRUE,1,1
"67",2.24984944041353,1,0,0.278165672207251,1,FALSE,1,1
"68",0.623463028110564,1,0,0.383893019985408,1,FALSE,1,1
"69",1.27491302078124,1,0,0.305197700858116,1,TRUE,1,1
"70",0.734677086933516,1,0,0.366684260312468,1,TRUE,1,1
"71",1.83763168752193,1,0,0.281258459319361,1,TRUE,1,1
"72",2.01027352304664,2,1,0.478202186059207,1,FALSE,1,1
"73",1.09002351236995,2,0,0.412344234762713,1,TRUE,1,1
"74",1.08616592606995,2,0,0.800030874088407,0,TRUE,1,1
"75",1.32529988349415,2,0,0.607307694386691,1,TRUE,1,1
"76",1.42314628476743,2,0,0.442683654371649,1,TRUE,1,1
"77",2.25592491333373,2,1,0.350316810887307,1,TRUE,1,1
"78",0.845590388984419,2,1,0.332040629000403,1,FALSE,1,1
"79",0.756661876104772,2,1,0.254912852775306,1,FALSE,1,1
"80",0.664434680715203,2,1,0.252946581691504,1,FALSE,1,1
"81",0.781757802586071,2,1,0.340283292112872,1,FALSE,1,1
"82",1.54325646068901,2,1,0.342372727347538,1,TRUE,1,1
"83",1.63534929533489,2,1,0.245572909712791,1,FALSE,1,1
"84",2.159167705453,2,1,0.66884650522843,0,FALSE,1,1
"85",3.91039335913956,2,1,0.390019189100713,1,FALSE,1,1
"86",0.657251353142783,2,1,1.51350393658504,1,FALSE,1,1
"87",1.04833278048318,2,1,3.21577933081426,1,TRUE,1,1
"88",1.33498505933676,2,1,0.300602685194463,1,FALSE,1,1
"89",0.64539090055041,2,1,0.348365157609805,1,FALSE,1,1
"90",0.510161400074139,2,1,0.341208888916299,1,FALSE,1,1
"91",0.676019880222157,2,1,0.706829251837917,1,FALSE,1,1
"92",0.792742110788822,2,1,0.336130236508325,1,FALSE,1,1
"93",0.601238753064536,2,1,0.420541488798335,1,FALSE,1,1
"94",0.483299810672179,2,1,0.27849784202408,1,FALSE,1,1
"95",0.617944281781092,2,1,0.078465060563758,1,FALSE,1,1
"96",0.533641264424659,2,1,0.283494074130431,0,FALSE,1,1
"97",0.56424038624391,2,1,0.230720440624282,1,FALSE,1,1
"98",0.655961551470682,2,1,0.326721868827008,1,FALSE,1,1
"99",0.643543128157035,2,1,0.346459224587306,1,FALSE,1,1
"100",0.956512710778043,2,1,7.39519799011759,1,FALSE,1,1
"101",0.688215923844837,2,1,0.302779517136514,1,FALSE,1,1
"102",0.646035956800915,2,1,0.323383064591326,1,FALSE,1,1
"103",0.409969593863934,2,1,0.336311872466467,1,FALSE,1,1
"104",0.888058982905932,2,1,0.435773713747039,1,FALSE,1,1
"105",0.54223600262776,2,1,0.575641150586307,1,FALSE,1,1
"106",1.28979596984573,2,1,0.412112835561857,1,TRUE,1,1
"107",2.14339834812563,2,1,0.40907945332583,1,FALSE,1,1
"108",0.539107759366743,2,1,0.362714084680192,1,FALSE,1,1
"109",1.95712168875616,2,1,2.59563105483539,1,FALSE,1,1
"110",0.711468121269718,2,1,0.292548189521767,1,FALSE,1,1
"111",0.81508612842299,2,1,0.415333762881346,1,FALSE,1,1
"112",1.37476146046538,2,1,0.514950181473978,1,FALSE,1,1
"113",0.673946929047816,2,1,0.344339620438404,1,FALSE,1,1
"114",0.67044577235356,2,1,0.467232184950262,1,FALSE,1,1
"115",0.696415666141547,2,1,0.32691190240439,0,FALSE,1,1
"116",0.629955579177476,2,1,0.273254659841768,1,FALSE,1,1
"117",0.617017129901797,2,1,0.351398539845832,1,FALSE,1,1
"118",1.48424437979702,2,1,0.406372642610222,1,FALSE,1,1
"119",0.563960467814468,2,1,0.237759143696167,1,FALSE,1,1
"120",0.780182484188117,2,1,0.395988292992115,1,FALSE,1,1
"121",2.35480887873564,2,1,0.403163845068775,0,TRUE,1,1
"122",1.10223697300535,2,1,0.283529841457494,0,FALSE,1,1
"123",1.80308416159824,2,1,0.338216872536577,1,FALSE,1,1
